Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
170,5139,081.0 097.0,19-4905CR-HY-123-2318-08100970-0066A-3,66,13.34000,33.19000,5.860000,24.92600,98.50000,255.3429,,3,2,,2,,9,,,,,9,,9,0.300000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,66.00000,13.34000,13.33000,33.19000,24.92000,303.6000,0.200000,5.860000,98.50000,,0.300000,,,,,,66,,,,,,,,
170,5140,081.0 097.0,19-4905CR-HY-123-2318-08100970-0075A-7,75,13.08000,33.22500,5.890000,25.00500,98.40000,256.6303,,7,2,,3,,9,,,,,9,,9,0.350000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,13.08000,13.07000,33.22500,25.00000,296.3000,0.230000,5.890000,98.40000,,0.350000,,,,,,75,,,,,,,,
170,5141,081.0 097.0,19-4905CR-HY-123-2318-08100970-0087A-3,87,12.74000,33.28000,5.940000,25.11500,98.60000,258.7811,,3,2,,2,,9,,,,,9,,9,0.450000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,87.00000,12.74000,12.73000,33.28000,25.11000,286.2000,0.260000,5.940000,98.60000,,0.450000,,,,,,87,,,,,,,,
170,5142,081.0 097.0,19-4905CR-HY-123-2318-08100970-0100A-7,100,12.23000,33.30000,5.810000,25.22800,95.40000,253.0896,,7,2,,3,,9,,,,,9,,9,0.610000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,12.23000,12.22000,33.30000,25.22000,275.6000,0.300000,5.810000,95.40000,,0.610000,,,,,,100,,,,,,,,
170,5143,081.0 097.0,19-4905CR-HY-123-2318-08100970-0125A-7,125,11.20000,33.35200,5.300000,25.46000,85.20000,230.8213,,7,2,,3,,9,,,,,9,,9,0.970000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,11.20000,11.18000,33.35200,25.46000,254.0000,0.370000,5.300000,85.20000,,0.970000,,,,,,126,,,,,,,,
170,5144,081.0 097.0,19-4905CR-HY-123-2318-08100970-0132A-3,132,10.90000,33.37000,5.100000,25.52700,81.40000,222.0965,,3,2,,2,,9,,,,,9,,9,1.080000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,132.0000,10.90000,10.88000,33.37000,25.52000,247.7000,0.390000,5.100000,81.40000,,1.080000,,,,,,133,,,,,,,,
170,5145,081.0 097.0,19-4905CR-HY-123-2318-08100970-0150A-7,150,10.23000,33.48800,4.470000,25.73600,70.40000,194.6214,,7,2,,3,,9,,,,,9,,9,1.330000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,10.23000,10.21000,33.48800,25.73000,228.1000,0.430000,4.470000,70.40000,,1.330000,,,,,,151,,,,,,,,
170,5146,081.0 097.0,19-4905CR-HY-123-2318-08100970-0176A-3,176,9.400000,33.68000,3.550000,26.02400,55.00000,154.5217,,3,2,,2,,9,,,,,9,,9,1.670000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,176.0000,9.400000,9.380000,33.68000,26.02000,201.0000,0.480000,3.550000,55.00000,,1.670000,,,,,,177,,,,,,,,
170,5147,081.0 097.0,19-4905CR-HY-123-2318-08100970-0200A-7,200,8.960000,33.80700,3.040000,26.19400,46.60000,132.3009,,7,2,,3,,9,,,,,9,,9,1.920000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,8.960000,8.940000,33.80700,26.19000,185.2000,0.530000,3.040000,46.60000,,1.920000,,,,,,201,,,,,,,,
170,5148,081.0 097.0,19-4905CR-HY-123-2318-08100970-0250A-7,250,8.350000,33.99200,2.320000,26.43400,35.10000,100.9429,,7,2,,3,,9,,,,,9,,9,2.300000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.350000,8.320000,33.99200,26.43000,163.2000,0.620000,2.320000,35.10000,,2.300000,,,,,,251,,,,,,,,
170,5149,081.0 097.0,19-4905CR-HY-123-2318-08100970-0262A-3,262,8.260000,34.02000,2.220000,26.47000,33.60000,96.58850,,3,2,,2,,9,,,,,9,,9,2.370000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,262.0000,8.260000,8.230000,34.02000,26.47000,160.0000,0.640000,2.220000,33.60000,,2.370000,,,,,,263,,,,,,,,
170,5150,081.0 097.0,19-4905CR-HY-123-2318-08100970-0300A-7,300,7.780000,34.07500,1.850000,26.58400,27.70000,80.48148,,7,2,,3,,9,,,,,9,,9,2.520000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,7.780000,7.750000,34.07500,26.58000,149.5000,0.700000,1.850000,27.70000,,2.520000,,,,,,302,,,,,,,,
170,5151,081.0 097.0,19-4905CR-HY-123-2318-08100970-0351A-3,351,7.180000,34.11000,1.480000,26.69800,21.80000,64.37804,,3,2,,2,,9,,,,,9,,9,2.660000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,351.0000,7.180000,7.150000,34.11000,26.69000,139.3000,0.770000,1.480000,21.80000,,2.660000,,,,,,353,,,,,,,,
170,5152,081.0 097.0,19-4905CR-HY-123-2318-08100970-0400A-7,400,6.730000,34.14900,1.150000,26.79000,16.80000,50.01899,,7,2,,3,,9,,,,,9,,9,2.820000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.730000,6.690000,34.14900,26.79000,130.9000,0.840000,1.150000,16.80000,,2.820000,,,,,,402,,,,,,,,
170,5153,081.0 097.0,19-4905CR-HY-123-2318-08100970-0500A-7,500,5.990000,34.21500,0.640000,26.93900,9.200000,27.83262,,7,2,,3,,9,,,,,9,,9,3.110000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.990000,5.950000,34.21500,26.93000,117.6000,0.960000,0.640000,9.200000,,3.110000,,,,,,503,,,,,,,,
170,5154,081.0 097.0,19-4905CR-HY-123-2318-08100970-0528A-3,528,5.820000,34.23000,0.540000,26.97300,7.700000,23.48299,,3,2,,2,,9,,,,,9,,9,3.180000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,528.0000,5.820000,5.770000,34.23000,26.97000,114.6000,0.990000,0.540000,7.700000,,3.180000,,,,,,532,,,,,,,,
170,5155,081.0 097.0,19-4905CR-HY-123-2318-08100970-0600A-7,600,5.420000,34.26400,0.490000,27.04900,6.900000,21.30707,,7,2,,3,,9,,,,,9,,9,3.250000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,5.420000,5.370000,34.26400,27.04000,107.8000,1.070000,0.490000,6.900000,,3.250000,,,,,,604,,,,,,,,
170,5156,081.0 097.0,19-4905CR-HY-123-2318-08100970-0700A-7,700,4.940000,34.30500,0.410000,27.13800,5.700000,17.82682,,7,2,,3,,9,,,,,9,,9,3.350000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.940000,4.880000,34.30500,27.13000,99.90000,1.180000,0.410000,5.700000,,3.350000,,,,,,705,,,,,,,,
170,5157,081.0 097.0,19-4905CR-HY-123-2318-08100970-0798A-3,798,4.540000,34.34000,0.340000,27.21100,4.700000,14.78216,,3,2,,2,,9,,,,,9,,9,3.450000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,798.0000,4.540000,4.480000,34.34000,27.21000,93.40000,1.270000,0.340000,4.700000,,3.450000,,,,,,804,,,,,,,,
170,5158,081.0 097.0,19-4905CR-HY-123-2318-08100970-0800A-7,800,4.530000,34.34100,0.340000,27.21300,4.700000,14.78213,,7,2,,3,,9,,,,,9,,9,3.450000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.530000,4.470000,34.34100,27.21000,93.30000,1.270000,0.340000,4.700000,,3.450000,,,,,,806,,,,,,,,
170,5159,081.0 097.0,19-4905CR-HY-123-2318-08100970-0900A-7,900,4.130000,34.38500,0.560000,27.29100,7.700000,24.34520,,7,2,,3,,9,,,,,9,,9,3.360000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.130000,4.060000,34.38500,27.29000,86.10000,1.360000,0.560000,7.700000,,3.360000,,,,,,907,,,,,,,,
170,5160,081.0 097.0,19-4905CR-HY-123-2318-08100970-1000A-7,1000,3.730000,34.43200,0.770000,27.36900,10.50000,33.47210,,7,2,,3,,9,,,,,9,,9,3.280000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.000,3.730000,3.660000,34.43200,27.36000,78.80000,1.440000,0.770000,10.50000,,3.280000,,,,,,1008,,,,,,,,
170,5161,081.0 097.0,19-4905CR-HY-123-2318-08100970-1077A-3,1077,3.420000,34.47000,0.940000,27.43000,12.70000,40.85962,,3,2,,2,,9,,,,,9,,9,3.210000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1077.000,3.420000,3.340000,34.47000,27.43000,72.90000,1.500000,0.940000,12.70000,,3.210000,,,,,,1086,,,,,,,,
171,5162,081.0 117.0,19-4905CR-HY-124-1024-08101170-0000B-3,0,14.40000,33.31000,5.860000,24.79800,100.7000,255.3748,,3,2,,2,,9,,,,,9,,9,0.420000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,14.40000,14.40000,33.31000,24.79000,314.0000,0.000000,5.860000,100.7000,,0.420000,,,,,,0,,,,,,,,
171,5163,081.0 117.0,19-4905CR-HY-124-1024-08101170-0007A-3,7,14.45000,33.39000,5.870000,24.85000,101.0000,255.7976,,3,2,,2,,9,,,,,9,,9,0.270000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,7.000000,14.45000,14.45000,33.39000,24.85000,309.3000,0.020000,5.870000,101.0000,,0.270000,,,,,,7,,,,,,,,
171,5164,081.0 117.0,19-4905CR-HY-124-1024-08101170-0010A-7,10,14.46000,33.37700,5.870000,24.83800,101.1000,255.8006,,7,2,,3,,9,,,,,9,,9,0.280000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,14.46000,14.46000,33.37700,24.83000,310.5000,0.030000,5.870000,101.1000,,0.280000,,,,,,10,,,,,,,,
171,5165,081.0 117.0,19-4905CR-HY-124-1024-08101170-0018A-3,18,14.48000,33.31000,5.870000,24.78200,101.1000,255.8146,,3,2,,2,,9,,,,,9,,9,0.300000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,18.00000,14.48000,14.48000,33.31000,24.78000,316.1000,0.050000,5.870000,101.1000,,0.300000,,,,,,18,,,,,,,,
171,5166,081.0 117.0,19-4905CR-HY-124-1024-08101170-0020A-7,20,14.48000,33.31500,5.860000,24.78600,100.9000,255.3778,,7,2,,3,,9,,,,,9,,9,0.300000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,14.48000,14.48000,33.31500,24.78000,315.7000,0.060000,5.860000,100.9000,,0.300000,,,,,,20,,,,,,,,
171,5167,081.0 117.0,19-4905CR-HY-124-1024-08101170-0030A-7,30,14.47000,33.33700,5.840000,24.80500,100.5000,254.5015,,7,2,,3,,9,,,,,9,,9,0.290000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,14.47000,14.47000,33.33700,24.80000,314.2000,0.090000,5.840000,100.5000,,0.290000,,,,,,30,,,,,,,,
171,5168,081.0 117.0,19-4905CR-HY-124-1024-08101170-0036A-3,36,14.46000,33.35000,5.840000,24.81800,100.5000,254.4983,,3,2,,2,,9,,,,,9,,9,0.290000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,36.00000,14.46000,14.45000,33.35000,24.81000,313.2000,0.110000,5.840000,100.5000,,0.290000,,,,,,36,,,,,,,,
171,5169,081.0 117.0,19-4905CR-HY-124-1024-08101170-0050A-7,50,13.54000,33.31100,5.910000,24.97900,99.80000,257.5083,,7,2,,3,,9,,,,,9,,9,0.250000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,13.54000,13.53000,33.31100,24.97000,298.2000,0.150000,5.910000,99.80000,,0.250000,,,,,,50,,,,,,,,
171,5170,081.0 117.0,19-4905CR-HY-124-1024-08101170-0053A-3,53,13.34000,33.30000,5.930000,25.01000,99.70000,258.3719,,3,2,,2,,9,,,,,9,,9,0.240000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,53.00000,13.34000,13.33000,33.30000,25.01000,295.2000,0.160000,5.930000,99.70000,,0.240000,,,,,,53,,,,,,,,
171,5171,081.0 117.0,19-4905CR-HY-124-1024-08101170-0069A-3,69,13.26000,33.24000,5.900000,24.98000,99.00000,257.0723,,3,2,,2,,9,,,,,9,,9,0.240000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,69.00000,13.26000,13.25000,33.24000,24.98000,298.5000,0.210000,5.900000,99.00000,,0.240000,,,,,,69,,,,,,,,
171,5172,081.0 117.0,19-4905CR-HY-124-1024-08101170-0075A-7,75,13.20000,33.24600,5.890000,24.99700,98.70000,256.6324,,7,2,,3,,9,,,,,9,,9,0.250000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,13.20000,13.19000,33.24600,24.99000,297.1000,0.230000,5.890000,98.70000,,0.250000,,,,,,75,,,,,,,,
171,5173,081.0 117.0,19-4905CR-HY-124-1024-08101170-0100A-7,100,12.70000,33.29700,5.860000,25.13600,97.20000,255.2906,,7,2,,3,,9,,,,,9,,9,0.390000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,12.70000,12.69000,33.29700,25.13000,284.5000,0.300000,5.860000,97.20000,,0.390000,,,,,,100,,,,,,,,
171,5174,081.0 117.0,19-4905CR-HY-124-1024-08101170-0104A-3,104,12.58000,33.31000,5.850000,25.16900,96.80000,254.8468,,3,2,,2,,9,,,,,9,,9,0.430000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,104.0000,12.58000,12.57000,33.31000,25.16000,281.4000,0.310000,5.850000,96.80000,,0.430000,,,,,,104,,,,,,,,
171,5175,081.0 117.0,19-4905CR-HY-124-1024-08101170-0125A-7,125,11.62000,33.30400,5.570000,25.34600,90.30000,242.6071,,7,2,,3,,9,,,,,9,,9,0.700000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,11.62000,11.60000,33.30400,25.34000,264.9000,0.370000,5.570000,90.30000,,0.700000,,,,,,126,,,,,,,,
171,5176,081.0 117.0,19-4905CR-HY-124-1024-08101170-0139A-3,139,10.94000,33.30000,5.310000,25.46600,84.80000,231.2554,,3,2,,2,,9,,,,,9,,9,0.910000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,139.0000,10.94000,10.92000,33.30000,25.46000,253.7000,0.400000,5.310000,84.80000,,0.910000,,,,,,140,,,,,,,,
171,5177,081.0 117.0,19-4905CR-HY-124-1024-08101170-0150A-7,150,10.57000,33.35900,5.010000,25.57700,79.40000,218.1666,,7,2,,3,,9,,,,,9,,9,1.080000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,10.57000,10.55000,33.35900,25.57000,243.3000,0.430000,5.010000,79.40000,,1.080000,,,,,,151,,,,,,,,
171,5178,081.0 117.0,19-4905CR-HY-124-1024-08101170-0200A-7,200,9.320000,33.68300,3.650000,26.04000,56.40000,158.8720,,7,2,,3,,9,,,,,9,,9,1.740000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,9.320000,9.300000,33.68300,26.04000,200.0000,0.540000,3.650000,56.40000,,1.740000,,,,,,201,,,,,,,,
171,5179,081.0 117.0,19-4905CR-HY-124-1024-08101170-0209A-3,209,9.160000,33.75000,3.410000,26.11800,52.50000,148.4143,,3,2,,2,,9,,,,,9,,9,1.830000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,209.0000,9.160000,9.140000,33.75000,26.11000,192.7000,0.560000,3.410000,52.50000,,1.830000,,,,,,210,,,,,,,,
171,5180,081.0 117.0,19-4905CR-HY-124-1024-08101170-0250A-7,250,8.420000,33.89500,2.900000,26.34700,44.00000,126.1893,,7,2,,3,,9,,,,,9,,9,1.910000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0000,8.420000,8.390000,33.89500,26.34000,171.4000,0.630000,2.900000,44.00000,,1.910000,,,,,,251,,,,,,,,
171,5181,081.0 117.0,19-4905CR-HY-124-1024-08101170-0279A-3,279,7.970000,33.96000,2.670000,26.46600,40.10000,116.1677,,3,2,,2,,9,,,,,9,,9,1.970000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,279.0000,7.970000,7.940000,33.96000,26.46000,160.5000,0.680000,2.670000,40.10000,,1.970000,,,,,,281,,,,,,,,
171,5182,081.0 117.0,19-4905CR-HY-124-1024-08101170-0300A-7,300,7.640000,33.98500,2.460000,26.53400,36.70000,107.0238,,7,2,,3,,9,,,,,9,,9,2.080000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0000,7.640000,7.610000,33.98500,26.53000,154.2000,0.710000,2.460000,36.70000,,2.080000,,,,,,302,,,,,,,,
171,5183,081.0 117.0,19-4905CR-HY-124-1024-08101170-0400A-7,400,6.300000,34.04900,1.580000,26.76800,22.80000,68.72322,,7,2,,3,,9,,,,,9,,9,2.640000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0000,6.300000,6.260000,34.04900,26.76000,132.6000,0.860000,1.580000,22.80000,,2.640000,,,,,,402,,,,,,,,
171,5184,081.0 117.0,19-4905CR-HY-124-1024-08101170-0419A-3,419,6.090000,34.05000,1.430000,26.79500,20.60000,62.19722,,3,2,,2,,9,,,,,9,,9,2.760000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,419.0000,6.090000,6.050000,34.05000,26.79000,130.1000,0.880000,1.430000,20.60000,,2.760000,,,,,,422,,,,,,,,
171,5185,081.0 117.0,19-4905CR-HY-124-1024-08101170-0500A-7,500,5.460000,34.13100,0.910000,26.93800,12.90000,39.57454,,7,2,,3,,9,,,,,9,,9,2.990000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0000,5.460000,5.420000,34.13100,26.93000,117.1000,0.980000,0.910000,12.90000,,2.990000,,,,,,503,,,,,,,,
171,5186,081.0 117.0,19-4905CR-HY-124-1024-08101170-0600A-7,600,4.920000,34.22500,0.460000,27.07600,6.400000,20.00203,,7,2,,3,,9,,,,,9,,9,3.150000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0000,4.920000,4.870000,34.22500,27.07000,104.6000,1.090000,0.460000,6.400000,,3.150000,,,,,,604,,,,,,,,
171,5187,081.0 117.0,19-4905CR-HY-124-1024-08101170-0629A-3,629,4.820000,34.25000,0.370000,27.10700,5.200000,16.08810,,3,2,,2,,9,,,,,9,,9,3.170000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,629.0000,4.820000,4.770000,34.25000,27.10000,101.8000,1.120000,0.370000,5.200000,,3.170000,,,,,,633,,,,,,,,
171,5188,081.0 117.0,19-4905CR-HY-124-1024-08101170-0700A-7,700,4.620000,34.27700,0.400000,27.15100,5.600000,17.39180,,7,2,,3,,9,,,,,9,,9,3.180000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0000,4.620000,4.560000,34.27700,27.15000,98.10000,1.190000,0.400000,5.600000,,3.180000,,,,,,705,,,,,,,,
171,5189,081.0 117.0,19-4905CR-HY-124-1024-08101170-0800A-7,800,4.330000,34.31600,0.430000,27.21400,5.900000,18.69503,,7,2,,3,,9,,,,,9,,9,3.180000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0000,4.330000,4.270000,34.31600,27.21000,92.70000,1.290000,0.430000,5.900000,,3.180000,,,,,,806,,,,,,,,
171,5190,081.0 117.0,19-4905CR-HY-124-1024-08101170-0900A-7,900,4.050000,34.35600,0.470000,27.27600,6.400000,20.43287,,7,2,,3,,9,,,,,9,,9,3.190000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0000,4.050000,3.980000,34.35600,27.27000,87.30000,1.380000,0.470000,6.400000,,3.190000,,,,,,907,,,,,,,,
171,5191,081.0 117.0,19-4905CR-HY-124-1024-08101170-0910A-3,910,4.020000,34.36000,0.470000,27.28200,6.400000,20.43275,,3,2,,2,,9,,,,,9,,9,3.190000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,910.0000,4.020000,3.950000,34.36000,27.28000,86.80000,1.390000,0.470000,6.400000,,3.190000,,,,,,917,,,,,,,,
172,5192,080.0 137.0,19-4905CR-HY-124-2212-08001370-0000B-3,0,15.34000,33.39000,5.760000,24.65700,101.0000,251.0514,,3,2,,2,,9,,,,,9,,9,0.560000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.000000,15.34000,15.34000,33.39000,24.65000,327.4000,0.000000,5.760000,101.0000,,0.560000,,,,,,0,,,,,,,,
172,5193,080.0 137.0,19-4905CR-HY-124-2212-08001370-0008A-3,8,15.34000,33.39000,5.760000,24.65800,101.0000,251.0512,,3,2,,2,,9,,,,,9,,9,0.400000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,8.000000,15.34000,15.34000,33.39000,24.65000,327.6000,0.020000,5.760000,101.0000,,0.400000,,,,,,8,,,,,,,,
172,5194,080.0 137.0,19-4905CR-HY-124-2212-08001370-0010A-7,10,15.34000,33.39200,5.770000,24.65900,101.1000,251.4868,,7,2,,3,,9,,,,,9,,9,0.400000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.00000,15.34000,15.34000,33.39200,24.65000,327.5000,0.030000,5.770000,101.1000,,0.400000,,,,,,10,,,,,,,,
172,5195,080.0 137.0,19-4905CR-HY-124-2212-08001370-0020A-7,20,15.32000,33.42400,5.860000,24.68900,102.7000,255.4020,,7,2,,3,,9,,,,,9,,9,0.380000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.00000,15.32000,15.32000,33.42400,24.68000,325.0000,0.060000,5.860000,102.7000,,0.380000,,,,,,20,,,,,,,,
172,5196,080.0 137.0,19-4905CR-HY-124-2212-08001370-0023A-3,23,15.31000,33.44000,5.890000,24.70300,103.2000,256.7060,,3,2,,2,,9,,,,,9,,9,0.370000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,23.00000,15.31000,15.31000,33.44000,24.70000,323.7000,0.070000,5.890000,103.2000,,0.370000,,,,,,23,,,,,,,,
172,5197,080.0 137.0,19-4905CR-HY-124-2212-08001370-0030A-7,30,14.99000,33.42100,5.900000,24.75900,102.7000,257.1278,,7,2,,3,,9,,,,,9,,9,0.360000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.00000,14.99000,14.99000,33.42100,24.75000,318.7000,0.090000,5.900000,102.7000,,0.360000,,,,,,30,,,,,,,,
172,5198,080.0 137.0,19-4905CR-HY-124-2212-08001370-0046A-3,46,14.13000,33.35000,5.930000,24.88700,101.4000,258.4029,,3,2,,2,,9,,,,,9,,9,0.350000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,46.00000,14.13000,14.12000,33.35000,24.88000,306.8000,0.140000,5.930000,101.4000,,0.350000,,,,,,46,,,,,,,,
172,5199,080.0 137.0,19-4905CR-HY-124-2212-08001370-0050A-7,50,14.01000,33.33400,5.920000,24.90000,100.9000,257.9639,,7,2,,3,,9,,,,,9,,9,0.350000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.00000,14.01000,14.00000,33.33400,24.90000,305.7000,0.160000,5.920000,100.9000,,0.350000,,,,,,50,,,,,,,,
172,5200,080.0 137.0,19-4905CR-HY-124-2212-08001370-0070A-3,70,13.63000,33.28000,5.890000,24.93700,99.60000,256.6474,,3,2,,2,,9,,,,,9,,9,0.340000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,70.00000,13.63000,13.62000,33.28000,24.93000,302.7000,0.220000,5.890000,99.60000,,0.340000,,,,,,70,,,,,,,,
172,5201,080.0 137.0,19-4905CR-HY-124-2212-08001370-0075A-7,75,13.58000,33.28600,5.890000,24.95200,99.50000,256.6436,,7,2,,3,,9,,,,,9,,9,0.350000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.00000,13.58000,13.57000,33.28600,24.95000,301.5000,0.230000,5.890000,99.50000,,0.350000,,,,,,75,,,,,,,,
172,5202,080.0 137.0,19-4905CR-HY-124-2212-08001370-0093A-3,93,13.40000,33.31000,5.900000,25.00700,99.30000,257.0656,,3,2,,2,,9,,,,,9,,9,0.370000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,93.00000,13.40000,13.39000,33.31000,25.00000,296.6000,0.290000,5.900000,99.30000,,0.370000,,,,,,93,,,,,,,,
172,5203,080.0 137.0,19-4905CR-HY-124-2212-08001370-0100A-7,100,13.23000,33.28200,5.890000,25.02000,98.80000,256.6266,,7,2,,3,,9,,,,,9,,9,0.370000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0000,13.23000,13.22000,33.28200,25.02000,295.6000,0.310000,5.890000,98.80000,,0.370000,,,,,,100,,,,,,,,
172,5204,080.0 137.0,19-4905CR-HY-124-2212-08001370-0125A-7,125,12.46000,33.19000,5.870000,25.10000,96.80000,255.7352,,7,2,,3,,9,,,,,9,,9,0.380000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0000,12.46000,12.44000,33.19000,25.10000,288.5000,0.380000,5.870000,96.80000,,0.380000,,,,,,126,,,,,,,,
172,5205,080.0 137.0,19-4905CR-HY-124-2212-08001370-0138A-3,138,11.96000,33.15000,5.860000,25.16400,95.60000,255.2836,,3,2,,2,,9,,,,,9,,9,0.390000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,138.0000,11.96000,11.94000,33.15000,25.16000,282.6000,0.420000,5.860000,95.60000,,0.390000,,,,,,139,,,,,,,,
172,5206,080.0 137.0,19-4905CR-HY-124-2212-08001370-0150A-7,150,11.50000,33.19000,5.660000,25.28000,91.50000,246.5430,,7,2,,3,,9,,,,,9,,9,0.410000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0000,11.50000,11.48000,33.19000,25.28000,271.7000,0.450000,5.660000,91.50000,,0.410000,,,,,,151,,,,,,,,
172,5207,080.0 137.0,19-4905CR-HY-124-2212-08001370-0184A-3,184,10.22000,33.39000,4.890000,25.66200,76.90000,212.9234,,3,2,,2,,9,,,,,9,,9,0.560000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,184.0000,10.22000,10.20000,33.39000,25.66000,235.8000,0.540000,4.890000,76.90000,,0.560000,,,,,,185,,,,,,,,
172,5208,080.0 137.0,19-4905CR-HY-124-2212-08001370-0200A-7,200,9.770000,33.50500,4.460000,25.82700,69.50000,194.1688,,7,2,,3,,9,,,,,9,,9,0.830000,,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0000,9.770000,9.750000,33.50500,25.82000,220.3000,0.570000,4.460000,69.50000,,0.830000,,,,,,201,,,,,,,,
